"name","career_id","importance","category","sources"
"Ecosystem","frontend","LOW","CONCEPT","roadmap"
"Electron","frontend","LOW","FRAMEWORK","roadmap"
"element","frontend","LOW","CONCEPT","roadmap"
"Element UI","frontend","LOW","CONCEPT","roadmap"
"Eleventy","frontend","LOW","CONCEPT","roadmap"
"Encapsulation","frontend","AVG","CONCEPT","roadmap"
"End-to-End Testing","frontend","LOW","CONCEPT","roadmap"
"End-to-End Testing with Playwright","frontend","LOW","TESTING","roadmap"
"Equality Algorithms","frontend","LOW","CONCEPT","roadmap"
"Error States","frontend","LOW","CONCEPT","roadmap"
"esbuild","frontend","LOW","CONCEPT","roadmap"
"ESM","frontend","LOW","CONCEPT","roadmap"
"Event Loop","frontend","AVG","CONCEPT","roadmap"
"Existing Design Analysis","frontend","LOW","CONCEPT","roadmap"
"Explicit Type Casting","frontend","LOW","CONCEPT","roadmap"
"External CSS","frontend","LOW","CONCEPT","roadmap"
"Feature Modules","frontend","LOW","CONCEPT","roadmap"
"Fetch API and Ajax","frontend","LOW","CONCEPT","roadmap"
"Fetching Locations","frontend","LOW","CONCEPT","roadmap"
"File Uploads","frontend","LOW","CONCEPT","roadmap"
"Flexbox","frontend","LOW","FRAMEWORK","roadmap"
"Floating Elements","frontend","LOW","CONCEPT","roadmap"
"Flow Layout","frontend","LOW","CONCEPT","roadmap"
"Font families","frontend","LOW","CONCEPT","roadmap"
"Font Size","frontend","LOW","CONCEPT","roadmap"
"Font Variant","frontend","LOW","CONCEPT","roadmap"
"Font Weight","frontend","LOW","CONCEPT","roadmap"
"Fonts","frontend","LOW","CONCEPT","roadmap"
"Form Validation","frontend","AVG","CONCEPT","roadmap"
"Formatting","frontend","LOW","CONCEPT","roadmap"
"Formik","frontend","LOW","CONCEPT","roadmap"
"Forms","frontend","AVG","CONCEPT","roadmap"
"Forms and Validation","frontend","LOW","CONCEPT","roadmap"
"Forms Handling","frontend","LOW","CONCEPT","roadmap"
"Framer Motion","frontend","LOW","LIBRARY","roadmap"
"Frameworks","frontend","AVG","FRAMEWORK","roadmap"
"Frontend development","frontend","HIGH","CONCEPT","market-verified|roadmap"
"Function Parameters","frontend","LOW","CONCEPT","roadmap"
"Garbage Collection","frontend","AVG","CONCEPT","roadmap"
"Gemini","frontend","AVG","CONCEPT","roadmap"
"Git","frontend","AVG","TOOL","roadmap"
"Git Basics","frontend","AVG","CONCEPT","roadmap"
"Google Fonts","frontend","LOW","CONCEPT","roadmap"
"GraphQL","frontend","HIGH","PROTOCOL","market-verified|roadmap"
"Grid","frontend","LOW","CONCEPT","roadmap"
"Grouping text","frontend","LOW","CONCEPT","roadmap"
"Guards","frontend","LOW","CONCEPT","roadmap"
"Guidelines","frontend","LOW","TOOL","roadmap"
"Handling Sensitive Data","frontend","LOW","CONCEPT","roadmap"
"Headless Components","frontend","LOW","CONCEPT","roadmap"
"hex","frontend","LOW","CONCEPT","roadmap"
"Highlighting Changes","frontend","LOW","CONCEPT","roadmap"
"Hoisting","frontend","LOW","CONCEPT","roadmap"
"Hooks","frontend","LOW","CONCEPT","roadmap"
"How LLMs Work","frontend","AVG","CONCEPT","roadmap"
"How the web works","frontend","LOW","CONCEPT","roadmap"
"hsl","frontend","LOW","CONCEPT","roadmap"
"HTML","frontend","AVG","LANGUAGE","roadmap"
"HTML Templates","frontend","LOW","CONCEPT","roadmap"
"HTTP Client","frontend","LOW","TOOL","roadmap"
"HTTP Vulnerabilities","frontend","LOW","CONCEPT","roadmap"
"HttpClient CSRF","frontend","LOW","CONCEPT","roadmap"
"HTTPS","frontend","AVG","PROTOCOL","market-legacy|roadmap"
"Iconography","frontend","LOW","CONCEPT","roadmap"
"id","frontend","LOW","LANGUAGE","roadmap"
"Identify Components","frontend","LOW","TOOL","roadmap"
"Identify Design Elements","frontend","LOW","TOOL","roadmap"
"Image Optimization","frontend","LOW","CONCEPT","roadmap"
"Images and Filters","frontend","LOW","CONCEPT","roadmap"
"Implicit Type Casting","frontend","LOW","CONCEPT","roadmap"
"Imports","frontend","LOW","CONCEPT","roadmap"
"Including JavaScript","frontend","LOW","CONCEPT","roadmap"
"Indexed Collections","frontend","LOW","CONCEPT","roadmap"
"inline","frontend","LOW","CONCEPT","roadmap"
"Inline CSS","frontend","LOW","CONCEPT","roadmap"
"inline-block","frontend","LOW","CONCEPT","roadmap"
"Installation and Configuration","frontend","LOW","CONCEPT","roadmap"
"Internal CSS","frontend","LOW","CONCEPT","roadmap"
"Internationalization","frontend","LOW","CONCEPT","roadmap"
"Internet","frontend","AVG","CONCEPT","roadmap"
"Interpolation","frontend","LOW","CONCEPT","roadmap"
"Ionic","frontend","LOW","FRAMEWORK","roadmap"
"isLooselyEqual","frontend","LOW","CONCEPT","roadmap"
"isStrictlyEqual","frontend","LOW","CONCEPT","roadmap"
"Iterators and Generators","frontend","LOW","CONCEPT","roadmap"
"JavaScript","frontend","HIGH","LANGUAGE","market-verified|roadmap"
"JavaScript Basics","frontend","LOW","CONCEPT","roadmap"
"JavaScript Versions","frontend","LOW","CONCEPT","roadmap"
"Jest","frontend","LOW","TESTING","roadmap"
"JSX","frontend","LOW","LANGUAGE","roadmap"
"Keyed Collections","frontend","LOW","CONCEPT","roadmap"
"Keyframe Animations","frontend","LOW","CONCEPT","roadmap"
"Labels and Inputs","frontend","LOW","CONCEPT","roadmap"
"Layout","frontend","LOW","CONCEPT","roadmap"
"Layout tags","frontend","LOW","CONCEPT","roadmap"
"Layouting Techniques","frontend","LOW","CONCEPT","roadmap"
"Layouts and Templates","frontend","LOW","CONCEPT","roadmap"
"Layouts with Flexbox and Grid","frontend","LOW","CONCEPT","roadmap"
"Lazy Loading Modules","frontend","LOW","CONCEPT","roadmap"
"Lexical Scoping","frontend","LOW","CONCEPT","roadmap"
"Lifecycle Hooks","frontend","LOW","CONCEPT","roadmap"
"Lighthouse","frontend","AVG","TESTING","roadmap"
"Limitations","frontend","LOW","CONCEPT","roadmap"
"Line Height","frontend","LOW","CONCEPT","roadmap"
"Link Identification","frontend","LOW","CONCEPT","roadmap"
"Linting","frontend","LOW","CONCEPT","roadmap"
"Lists","frontend","AVG","CONCEPT","roadmap"
"Lists and Types","frontend","LOW","CONCEPT","roadmap"
"Loading and Streaming","frontend","LOW","CONCEPT","roadmap"
"Local Setup","frontend","LOW","CONCEPT","roadmap"
"Locales by ID","frontend","LOW","CONCEPT","roadmap"
"Localize Package","frontend","LOW","CONCEPT","roadmap"
"Logo","frontend","LOW","LANGUAGE","roadmap"
"Making a Design System","frontend","LOW","CONCEPT","roadmap"
"Margin","frontend","LOW","CONCEPT","roadmap"
"Material UI","frontend","LOW","FRAMEWORK","roadmap"
"MCP","frontend","LOW","CONCEPT","roadmap"
"Media Queries","frontend","LOW","CONCEPT","roadmap"
"Memory Lifecycle","frontend","LOW","CONCEPT","roadmap"
"Memory Management","frontend","AVG","CONCEPT","roadmap"
"Middleware","frontend","AVG","CONCEPT","roadmap"
"Mobile Apps","frontend","HIGH","CONCEPT","market-verified|roadmap"
"Module Bundlers","frontend","LOW","CONCEPT","roadmap"
"Modules","frontend","AVG","CONCEPT","roadmap"
"Modules in JavaScript","frontend","LOW","CONCEPT","roadmap"
"Mouse Button Modifiers","frontend","LOW","CONCEPT","roadmap"
"Multicolumn layout","frontend","LOW","CONCEPT","roadmap"
"Multiple Locales","frontend","LOW","CONCEPT","roadmap"
"Named Colors","frontend","LOW","CONCEPT","roadmap"
"Namespaces","frontend","AVG","CONCEPT","roadmap"
"Netlify","frontend","AVG","PLATFORM","roadmap"
"Next.js","frontend","HIGH","FRAMEWORK","market-verified|roadmap"
"Next.js Routing Basics","frontend","LOW","CONCEPT","roadmap"
"NGXS","frontend","LOW","CONCEPT","roadmap"
"none","frontend","LOW","CONCEPT","roadmap"
"npm","frontend","AVG","TOOL","roadmap"
"Object Prototype","frontend","LOW","CONCEPT","roadmap"
"Opacity","frontend","LOW","CONCEPT","roadmap"
"OpenAI","frontend","AVG","CONCEPT","roadmap"
"Ordered lists","frontend","LOW","CONCEPT","roadmap"
"Outline","frontend","LOW","CONCEPT","roadmap"
"OWASP Risks","frontend","AVG","CONCEPT","market-legacy|roadmap"
"Package Managers","frontend","AVG","CONCEPT","market-legacy|roadmap"
"Padding","frontend","AVG","CONCEPT","roadmap"
"Pages","frontend","LOW","CONCEPT","roadmap"
"Panda CSS","frontend","LOW","CONCEPT","roadmap"
"Parcel","frontend","LOW","CONCEPT","roadmap"
"Parent-Child Interaction","frontend","LOW","CONCEPT","roadmap"
"Performance","frontend","LOW","CONCEPT","roadmap"
"Performance Best Practices","frontend","LOW","CONCEPT","roadmap"
"Pinia","frontend","LOW","FRAMEWORK","roadmap"
"Pipes Precedence","frontend","LOW","CONCEPT","roadmap"
"Playwright","frontend","HIGH","TESTING","market-verified|roadmap"
"pnpm","frontend","LOW","TOOL","roadmap"
"Portals","frontend","LOW","CONCEPT","roadmap"
"Position","frontend","LOW","CONCEPT","roadmap"
"Primitive Types","frontend","LOW","CONCEPT","roadmap"
"Progressive Web Apps","frontend","AVG","CONCEPT","market-legacy|roadmap"
"Project Management","frontend","HIGH","CONCEPT","market-verified|roadmap"
"Prompting Techniques","frontend","AVG","CONCEPT","roadmap"
"Props vs State","frontend","LOW","CONCEPT","roadmap"
"Prototypal Inheritance","frontend","LOW","CONCEPT","roadmap"
"Pseudo Classes","frontend","LOW","CONCEPT","roadmap"
"Pseudo Elements","frontend","LOW","CONCEPT","roadmap"
"PWAs","frontend","LOW","CONCEPT","roadmap"
"Queries as Signals","frontend","LOW","CONCEPT","roadmap"
"Qutotation / Citation","frontend","LOW","CONCEPT","roadmap"
"Railway","frontend","LOW","PLATFORM","roadmap"
"Rate Limiting","frontend","AVG","CONCEPT","roadmap"
"React","frontend","HIGH","FRAMEWORK","market-verified|roadmap"
"React Native","frontend","LOW","FRAMEWORK","roadmap"
"react-router","frontend","LOW","FRAMEWORK","roadmap"
"Reactive Forms","frontend","LOW","CONCEPT","roadmap"
"Recursion","frontend","AVG","CONCEPT","roadmap"
"Refactoring","frontend","AVG","CONCEPT","roadmap"
"Relay","frontend","LOW","CONCEPT","roadmap"
"Relay Modern","frontend","LOW","CONCEPT","roadmap"
"Render","frontend","LOW","PLATFORM","roadmap"
"Rendering","frontend","LOW","CONCEPT","roadmap"
"Rendering Pages","frontend","LOW","CONCEPT","roadmap"
"Rendering Strategies","frontend","LOW","CONCEPT","roadmap"
"Responsive Design","frontend","LOW","CONCEPT","roadmap"
"Responsive typography","frontend","LOW","CONCEPT","roadmap"
"Reusable Animations","frontend","LOW","CONCEPT","roadmap"
"rgb","frontend","LOW","CONCEPT","roadmap"
"rgba, hsla","frontend","LOW","CONCEPT","roadmap"
"Rolldown","frontend","LOW","CONCEPT","roadmap"
"Rollup","frontend","LOW","CONCEPT","roadmap"
"Route Transitions","frontend","LOW","CONCEPT","roadmap"
"Router Links","frontend","LOW","CONCEPT","roadmap"
"Router Outlets","frontend","LOW","CONCEPT","roadmap"
"Routers","frontend","LOW","CONCEPT","roadmap"
"Routing","frontend","AVG","CONCEPT","roadmap"
"Routing Terminology","frontend","LOW","CONCEPT","roadmap"
"RxJS Basics","frontend","LOW","CONCEPT","roadmap"
"RxJS Interop","frontend","LOW","CONCEPT","roadmap"
"RxJS vs Promises","frontend","LOW","CONCEPT","roadmap"
"Sass","frontend","LOW","LANGUAGE","roadmap"
"Schematics","frontend","LOW","CONCEPT","roadmap"
"Scope & Function Stack","frontend","LOW","CONCEPT","roadmap"
"Security","frontend","HIGH","CONCEPT","market-verified|roadmap"
"Semantic HTML","frontend","LOW","CONCEPT","roadmap"
"Semantic Markup","frontend","LOW","CONCEPT","roadmap"
"SEO Basics","frontend","LOW","CONCEPT","roadmap"
"Server Actions","frontend","LOW","CONCEPT","roadmap"
"Server Rendered","frontend","LOW","CONCEPT","roadmap"
"Server-Side Rendering","frontend","AVG","TOOL","market-legacy|roadmap"
"Service Workers","frontend","LOW","CONCEPT","roadmap"
"Services  & Remote Data","frontend","LOW","CONCEPT","roadmap"
"Services with Dependencies","frontend","LOW","TESTING","roadmap"
"Setting Headers","frontend","LOW","CONCEPT","roadmap"
"Setting Up the Client","frontend","LOW","TOOL","roadmap"
"Shadow DOM","frontend","LOW","CONCEPT","roadmap"
"Signals","frontend","LOW","CONCEPT","roadmap"
"Simple selectors","frontend","LOW","CONCEPT","roadmap"
"Skills","frontend","LOW","CONCEPT","roadmap"
"SPA vs SSR","frontend","LOW","CONCEPT","roadmap"
"span","frontend","LOW","CONCEPT","roadmap"
"SSG","frontend","LOW","CONCEPT","roadmap"
"SSR","frontend","LOW","CONCEPT","roadmap"
"Standard attributes","frontend","LOW","CONCEPT","roadmap"
"State Management","frontend","LOW","CONCEPT","roadmap"
"Static Site Generation","frontend","AVG","CONCEPT","market-legacy|roadmap"
"Static vs Dynamic","frontend","LOW","CONCEPT","roadmap"
"Sticky","frontend","LOW","CONCEPT","roadmap"
"Streamed Responses","frontend","LOW","CONCEPT","roadmap"
"Streaming","frontend","AVG","CONCEPT","roadmap"
"Strict Mode","frontend","LOW","CONCEPT","roadmap"
"Structural Directives","frontend","LOW","CONCEPT","roadmap"
"Structuring Routes","frontend","LOW","CONCEPT","roadmap"
"style","frontend","LOW","CONCEPT","roadmap"
"Styles","frontend","LOW","CONCEPT","roadmap"
"Styling","frontend","LOW","CONCEPT","roadmap"
"Styling Basics","frontend","LOW","CONCEPT","roadmap"
"Suspense","frontend","LOW","CONCEPT","roadmap"
"Svelte","frontend","LOW","LANGUAGE","roadmap"
"SvelteKit","frontend","LOW","CONCEPT","roadmap"
"SWC","frontend","LOW","CONCEPT","roadmap"
"swr","frontend","LOW","CONCEPT","roadmap"
"Table Tag","frontend","LOW","CONCEPT","roadmap"
"Tables","frontend","LOW","CONCEPT","roadmap"
"Tailwind","frontend","LOW","FRAMEWORK","roadmap"
"Tailwind CSS","frontend","AVG","FRAMEWORK","roadmap"
"Tanstack Query","frontend","LOW","CONCEPT","roadmap"
"Tanstack Start","frontend","LOW","CONCEPT","roadmap"
"Task Management","frontend","LOW","CONCEPT","roadmap"
"Tauri","frontend","AVG","FRAMEWORK","roadmap"
"Template","frontend","LOW","CONCEPT","roadmap"
"Template Syntax","frontend","LOW","CONCEPT","roadmap"
"Template-driven Forms","frontend","LOW","CONCEPT","roadmap"
"Templates","frontend","AVG","CONCEPT","roadmap"
"Testing","frontend","AVG","TESTING","roadmap"
"Testing Directives","frontend","LOW","TESTING","roadmap"
"Testing Frameworks","frontend","AVG","TESTING","roadmap"
"Testing Requests","frontend","LOW","TESTING","roadmap"
"Text Alignment","frontend","LOW","CONCEPT","roadmap"
"Text Decoration","frontend","LOW","CONCEPT","roadmap"
"Text Shadows","frontend","LOW","CONCEPT","roadmap"
"Text Spacing","frontend","LOW","CONCEPT","roadmap"
"Text Styling","frontend","LOW","CONCEPT","roadmap"
"Text Transform","frontend","AVG","CONCEPT","roadmap"
"Textual Tags","frontend","LOW","CONCEPT","roadmap"
"Tooling","frontend","LOW","CONCEPT","roadmap"
"Transforms","frontend","LOW","CONCEPT","roadmap"
"Transitions","frontend","LOW","CONCEPT","roadmap"
"Transitions & Triggers","frontend","LOW","CONCEPT","roadmap"
"Translation Files","frontend","LOW","CONCEPT","roadmap"
"TS and JS Interoperability","frontend","LOW","CONCEPT","roadmap"
"TS Playground","frontend","LOW","CONCEPT","roadmap"
"Type Casting","frontend","AVG","CONCEPT","roadmap"
"Type Conversion vs Coercion","frontend","LOW","CONCEPT","roadmap"
"Typed Arrays","frontend","LOW","CONCEPT","roadmap"
"Typed Forms","frontend","LOW","CONCEPT","roadmap"
"Types & Validation","frontend","LOW","CONCEPT","roadmap"
"Types of routers","frontend","LOW","CONCEPT","roadmap"
"TypeScript Modules","frontend","LOW","CONCEPT","roadmap"
"TypeScript Types","frontend","LOW","CONCEPT","roadmap"
"TypeScript vs JavaScript","frontend","LOW","CONCEPT","roadmap"
"Typography","frontend","LOW","CONCEPT","roadmap"
"UI Components","frontend","LOW","CONCEPT","roadmap"
"Unit Testing with Jest","frontend","LOW","TESTING","roadmap"
"Unordered lists","frontend","LOW","CONCEPT","roadmap"
"Usage Guidance","frontend","LOW","CONCEPT","roadmap"
"useCallback","frontend","LOW","CONCEPT","roadmap"
"useContext","frontend","LOW","CONCEPT","roadmap"
"useEffect","frontend","LOW","CONCEPT","roadmap"
"Useful Packages","frontend","LOW","CONCEPT","roadmap"
"useMemo","frontend","LOW","CONCEPT","roadmap"
"useReducer","frontend","LOW","CONCEPT","roadmap"
"useRef","frontend","LOW","CONCEPT","roadmap"
"useState","frontend","LOW","CONCEPT","roadmap"
"Using Browser DevTools","frontend","LOW","CONCEPT","roadmap"
"Using Cookies","frontend","LOW","CONCEPT","roadmap"
"Using DevTools","frontend","LOW","CONCEPT","roadmap"
"Using Forms","frontend","LOW","CONCEPT","roadmap"
"Utility Types","frontend","LOW","CONCEPT","roadmap"
"Value Comparison Operators","frontend","LOW","CONCEPT","roadmap"
"Variable Declarations","frontend","LOW","CONCEPT","roadmap"
"VCS Hosting","frontend","AVG","PLATFORM","roadmap"
"Vee Validate","frontend","LOW","TOOL","roadmap"
"Vercel","frontend","LOW","PLATFORM","roadmap"
"Version Control","frontend","AVG","CONCEPT","roadmap"
"Videos","frontend","LOW","CONCEPT","roadmap"
"ViewChild","frontend","LOW","CONCEPT","roadmap"
"viewProvider","frontend","LOW","CONCEPT","roadmap"
"visibility","frontend","LOW","CONCEPT","roadmap"
"Vision","frontend","LOW","CONCEPT","roadmap"
"Vite","frontend","LOW","TOOL","roadmap"
"Vitest","frontend","AVG","FRAMEWORK","roadmap"
"Vue Router","frontend","LOW","CONCEPT","roadmap"
"Vue Testing Library","frontend","LOW","TESTING","roadmap"
"Vue.js","frontend","LOW","FRAMEWORK","roadmap"
"Vuetify","frontend","LOW","FRAMEWORK","roadmap"
"Ways to Write CSS","frontend","LOW","CONCEPT","roadmap"
"Weak Map","frontend","LOW","CONCEPT","roadmap"
"Weak Set","frontend","LOW","CONCEPT","roadmap"
"Web Accessibility","frontend","LOW","CONCEPT","roadmap"
"Web APIs","frontend","LOW","CONCEPT","roadmap"
"Web Components","frontend","AVG","CONCEPT","market-legacy|roadmap"
"Web Performance","frontend","LOW","CONCEPT","roadmap"
"Web Security","frontend","AVG","CONCEPT","roadmap"
"Width / Height","frontend","LOW","CONCEPT","roadmap"
"Working with APIs","frontend","LOW","CONCEPT","roadmap"
"Writing CSS","frontend","LOW","CONCEPT","roadmap"
"Writing Interceptors","frontend","LOW","CONCEPT","roadmap"
"XMLHTTPRequest","frontend","LOW","CONCEPT","roadmap"
"yarn","frontend","LOW","TOOL","roadmap"
"Z-Index / Stacking Context","frontend","LOW","CONCEPT","roadmap"
"Zone Pollution","frontend","LOW","CONCEPT","roadmap"
"Zoneless Applications","frontend","LOW","CONCEPT","roadmap"
"Zones","frontend","LOW","CONCEPT","roadmap"
"Ansible","full-stack","AVG","FRAMEWORK","market-legacy|roadmap"
"Application Monitoring","full-stack","AVG","CONCEPT","market-legacy|roadmap"
"Authentication","full-stack","AVG","CONCEPT","roadmap"
"Backend Runtime","full-stack","LOW","CONCEPT","roadmap"
"Basic AWS Services","full-stack","LOW","CONCEPT","roadmap"
"CI/CD","full-stack","AVG","CONCEPT","roadmap"
"Cloud & Deployment","full-stack","LOW","PLATFORM","roadmap"
"Configuration Management","full-stack","AVG","CONCEPT","roadmap"
"CSS","full-stack","AVG","LANGUAGE","roadmap"
"CSS Frameworks","full-stack","AVG","FRAMEWORK","market-legacy|roadmap"
"Databases","full-stack","AVG","DATABASE","roadmap"
"EC2","full-stack","AVG","CONCEPT","roadmap"
"Frontend Framework","full-stack","AVG","CONCEPT","market-legacy|roadmap"
"Git","full-stack","AVG","TOOL","roadmap"
"GitHub","full-stack","AVG","TOOL","roadmap"
"GitHub Actions","full-stack","AVG","TOOL","roadmap"
"HTML","full-stack","AVG","LANGUAGE","roadmap"
"Infrastructure as Code","full-stack","AVG","CONCEPT","roadmap"
"Internet","full-stack","AVG","CONCEPT","roadmap"
"JavaScript","full-stack","HIGH","LANGUAGE","market-verified|roadmap"
"JWT Auth","full-stack","LOW","CONCEPT","roadmap"
"Key topics to learn","full-stack","LOW","CONCEPT","roadmap"
"Linux & Shell","full-stack","LOW","CONCEPT","roadmap"
"Linux Basics","full-stack","AVG","CONCEPT","roadmap"
"Node.js","full-stack","AVG","LANGUAGE","market-legacy|roadmap"
"NoSQL and Caching","full-stack","LOW","DATABASE","roadmap"
"npm","full-stack","AVG","TOOL","roadmap"
"Package Managers","full-stack","AVG","CONCEPT","market-legacy|roadmap"
"PostgreSQL","full-stack","HIGH","DATABASE","market-verified|roadmap"
"React","full-stack","HIGH","FRAMEWORK","market-verified|roadmap"
"Redis","full-stack","AVG","PLATFORM","roadmap"
"REST APIs","full-stack","LOW","CONCEPT","roadmap"
"RESTful APIs","full-stack","LOW","CONCEPT","roadmap"
"Route53","full-stack","LOW","CONCEPT","roadmap"
"S3","full-stack","LOW","LANGUAGE","roadmap"
"Tailwind CSS","full-stack","AVG","FRAMEWORK","roadmap"
"Terraform","full-stack","HIGH","CONCEPT","market-verified|roadmap"
"Version Control","full-stack","AVG","CONCEPT","roadmap"
"VPC","full-stack","AVG","CONCEPT","roadmap"
"2D","game-developer","LOW","CONCEPT","roadmap"
"Actor Model","game-developer","LOW","CONCEPT","roadmap"
"Address Conversion","game-developer","LOW","CONCEPT","roadmap"
"Advanced Rendering","game-developer","LOW","CONCEPT","roadmap"
"AI","game-developer","HIGH","CONCEPT","market-verified|roadmap"
"Akk.net (C#)","game-developer","LOW","CONCEPT","roadmap"
"Akka (Java)","game-developer","LOW","CONCEPT","roadmap"
"Amazon ML","game-developer","LOW","PLATFORM","roadmap"
"Apache Kafka","game-developer","AVG","TOOL","roadmap"
"Apache Spark","game-developer","LOW","LANGUAGE","roadmap"
"API","game-developer","HIGH","CONCEPT","market-verified|roadmap"
"ARP","game-developer","AVG","CONCEPT","roadmap"
"Artificial Neural Network","game-developer","LOW","CONCEPT","roadmap"
"Asnc-await (C#)","game-developer","LOW","CONCEPT","roadmap"
"Asynchronous","game-developer","AVG","CONCEPT","roadmap"
"AWS","game-developer","HIGH","PLATFORM","market-verified|roadmap"
"Azure","game-developer","HIGH","PLATFORM","market-verified|roadmap"
"Azure ML","game-developer","LOW","PLATFORM","roadmap"
"Barrier","game-developer","LOW","CONCEPT","roadmap"
"BSD Socket","game-developer","LOW","CONCEPT","roadmap"
"Bump","game-developer","LOW","CONCEPT","roadmap"
"Byte Manipulation","game-developer","LOW","CONCEPT","roadmap"
"C#","game-developer","AVG","LANGUAGE","market-legacy|roadmap"
"C/C++","game-developer","AVG","CONCEPT","market-legacy|roadmap"
"Capability","game-developer","LOW","CONCEPT","roadmap"
"Cassandra","game-developer","AVG","DATABASE","roadmap"
"Category","game-developer","LOW","CONCEPT","roadmap"
"Checksum","game-developer","LOW","CONCEPT","roadmap"
"Cipher","game-developer","LOW","CONCEPT","roadmap"
"Cloud","game-developer","HIGH","PLATFORM","market-verified|roadmap"
"Cloud ML","game-developer","LOW","PLATFORM","roadmap"
"Computer Animation","game-developer","LOW","CONCEPT","roadmap"
"Computer Graphics","game-developer","LOW","CONCEPT","roadmap"
"Concurrency (Java)","game-developer","LOW","CONCEPT","roadmap"
"Condition Variable","game-developer","LOW","CONCEPT","roadmap"
"Congestion Control","game-developer","LOW","CONCEPT","roadmap"
"Connection","game-developer","LOW","CONCEPT","roadmap"
"Containerization","game-developer","AVG","PLATFORM","market-legacy|roadmap"
"Couchbase","game-developer","LOW","DATABASE","roadmap"
"Culling","game-developer","LOW","CONCEPT","roadmap"
"Data Clustering","game-developer","LOW","CONCEPT","roadmap"
"Databases","game-developer","AVG","DATABASE","roadmap"
"Datagram","game-developer","LOW","CONCEPT","roadmap"
"Datagram Construction","game-developer","LOW","CONCEPT","roadmap"
"Decision Tree Learning","game-developer","LOW","CONCEPT","roadmap"
"Deep Learning","game-developer","HIGH","CONCEPT","market-verified|roadmap"
"Denial of Service","game-developer","LOW","CONCEPT","roadmap"
"Descriptor","game-developer","LOW","CONCEPT","roadmap"
"Determinism","game-developer","LOW","CONCEPT","roadmap"
"Diffuse","game-developer","LOW","CONCEPT","roadmap"
"DirectX Ray Tracing","game-developer","LOW","CONCEPT","roadmap"
"DNS","game-developer","AVG","PROTOCOL","roadmap"
"docker compose","game-developer","AVG","PLATFORM","roadmap"
"Dynamo DB","game-developer","AVG","DATABASE","roadmap"
"Error Detection","game-developer","LOW","LANGUAGE","roadmap"
"fiber","game-developer","AVG","FRAMEWORK","roadmap"
"Frustum","game-developer","LOW","CONCEPT","roadmap"
"Function","game-developer","LOW","CONCEPT","roadmap"
"Future & Promises","game-developer","LOW","CONCEPT","roadmap"
"Game AI","game-developer","AVG","CONCEPT","market-legacy|roadmap"
"Game Engine","game-developer","LOW","CONCEPT","roadmap"
"Game Physics","game-developer","LOW","CONCEPT","roadmap"
"GCP","game-developer","HIGH","PLATFORM","market-verified|roadmap"
"GDScript","game-developer","AVG","LANGUAGE","market-legacy|roadmap"
"Godot","game-developer","AVG","CONCEPT","market-legacy|roadmap"
"goroutine (Go)","game-developer","LOW","CONCEPT","roadmap"
"Graphics Pipeline","game-developer","LOW","CONCEPT","roadmap"
"gRPC","game-developer","AVG","PROTOCOL","market-legacy|roadmap"
"Heavy vs Lightweight","game-developer","LOW","CONCEPT","roadmap"
"Infinite","game-developer","LOW","CONCEPT","roadmap"
"io_uring","game-developer","LOW","CONCEPT","roadmap"
"IOCP","game-developer","LOW","CONCEPT","roadmap"
"IP","game-developer","LOW","PROTOCOL","roadmap"
"IP Addressing","game-developer","AVG","CONCEPT","roadmap"
"Java","game-developer","HIGH","LANGUAGE","market-verified|roadmap"
"JavaScript","game-developer","HIGH","LANGUAGE","market-verified|roadmap"
"Key-Value","game-developer","AVG","CONCEPT","roadmap"
"Kubernetes","game-developer","HIGH","PLATFORM","market-verified|roadmap"
"Light","game-developer","LOW","CONCEPT","roadmap"
"Light Source","game-developer","LOW","CONCEPT","roadmap"
"Lighting and Shadow","game-developer","LOW","CONCEPT","roadmap"
"Link Capacity","game-developer","LOW","CONCEPT","roadmap"
"Mapping","game-developer","LOW","CONCEPT","roadmap"
"Message Queues","game-developer","LOW","CONCEPT","roadmap"
"MongoDB","game-developer","HIGH","DATABASE","market-verified|roadmap"
"MS SQL","game-developer","AVG","DATABASE","market-legacy|roadmap"
"Multithreading","game-developer","LOW","CONCEPT","roadmap"
"MySQL","game-developer","HIGH","LANGUAGE","market-verified|roadmap"
"Naive Bayes Classifier","game-developer","LOW","CONCEPT","roadmap"
"Native","game-developer","LOW","CONCEPT","roadmap"
"NoSQL","game-developer","AVG","DATABASE","roadmap"
"Occluder","game-developer","LOW","CONCEPT","roadmap"
"OptiX","game-developer","LOW","CONCEPT","roadmap"
"ORM","game-developer","LOW","DATABASE","roadmap"
"Packet Structure","game-developer","LOW","CONCEPT","roadmap"
"Packet vs Datagram","game-developer","LOW","CONCEPT","roadmap"
"Point","game-developer","LOW","CONCEPT","roadmap"
"PostgreSQL","game-developer","HIGH","DATABASE","market-verified|roadmap"
"Proactor","game-developer","LOW","CONCEPT","roadmap"
"Programming Languages","game-developer","AVG","TOOL","roadmap"
"Programming Techniques","game-developer","LOW","CONCEPT","roadmap"
"protobuf","game-developer","AVG","CONCEPT","roadmap"
"pthread","game-developer","LOW","CONCEPT","roadmap"
"Python","game-developer","HIGH","LANGUAGE","market-verified|roadmap"
"Pytorch","game-developer","HIGH","FRAMEWORK","market-verified|roadmap"
"RabbitMQ","game-developer","AVG","PLATFORM","roadmap"
